고객ID,타사이전금액,혜택금액
R17-00404,14570000,40000
R17-00405,67080000,300000
R17-00406,103740000,300000
R17-00407,750000,0
R17-00408,45670000,150000
R17-00409,2770000,0
R17-00410,13090000,40000
R17-00411,7120000,20000
R17-00412,3420000,0
R17-00413,31190000,60000
R17-00414,23020000,60000
R17-00415,83680000,300000
R17-00416,95060000,300000
R17-00417,23790000,60000
R17-00418,11570000,40000
R17-00419,63410000,150000
R17-00420,67450000,300000
R17-00421,18560000,40000
R17-00422,62490000,150000
R17-00423,6190000,20000
R17-00424,43270000,150000
R17-00425,28470000,60000
R17-00426,1940000,0
R17-00427,42250000,150000
R17-00428,10280000,40000
R17-00429,21640000,60000
R17-00430,5700000,20000
R17-00431,72610000,300000
R17-00432,85160000,300000
R17-00433,73750000,300000
R17-00434,94990000,300000
R17-00435,31220000,60000
R17-00436,80890000,300000
R17-00437,36120000,150000
R17-00438,2630000,0
R17-00439,67260000,300000
R17-00440,32190000,60000
R17-00441,12580000,40000
R17-00442,24620000,60000
R17-00443,21240000,60000
R17-00444,11970000,40000
R17-00445,53750000,150000
R17-00446,76140000,300000
R17-00447,21980000,60000
R17-00448,24570000,60000
R17-00449,15220000,40000
R17-00450,127750000,300000
R17-00451,57710000,150000
R17-00452,87720000,300000
R17-00453,71640000,300000
R17-00454,38170000,150000
R17-00455,34590000,150000
R17-00456,59540000,150000
R17-00457,64500000,150000
R17-00458,12140000,40000
R17-00459,33680000,150000
R17-00460,81370000,300000
R17-00461,33530000,150000
R17-00462,63740000,150000
R17-00463,3790000,0
R17-00464,15600000,40000
R17-00465,23450000,60000
R17-00466,21550000,60000
R17-00467,101800000,300000
R17-00468,14250000,40000
R17-00469,2590000,0
R17-00470,3870000,0
R17-00471,35750000,150000
R17-00472,108120000,300000
R17-00473,43760000,150000
R17-00474,67580000,300000
R17-00475,52830000,150000
R17-00476,93050000,300000
R17-00477,74900000,300000
R17-00478,69420000,300000
R17-00479,23810000,60000
R17-00480,26870000,60000
R17-00481,105180000,300000
R17-00482,47460000,150000
R17-00483,23830000,60000
R17-00484,1630000,0
R17-00485,72710000,300000
R17-00486,39440000,150000
R17-00487,63320000,150000
R17-00488,73510000,300000
R17-00489,11450000,40000
R17-00490,42040000,150000
R17-00491,141290000,600000
R17-00492,19260000,40000
R17-00493,151610000,600000
R17-00494,44180000,150000
R17-00495,45270000,150000
R17-00496,25950000,60000
R17-00497,54790000,150000
R17-00498,24450000,60000
R17-00499,65410000,150000
R17-00500,93510000,300000
R17-00501,12640000,40000
R17-00502,33210000,60000
R17-00503,26180000,60000
R17-00504,41690000,150000
R17-00505,25260000,60000
R17-00506,12030000,40000
R17-00507,43690000,150000
R17-00508,25200000,60000
R17-00509,55220000,150000
R17-00510,43560000,150000
R17-00511,52040000,150000
R17-00512,31540000,60000
R17-00513,32850000,60000
R17-00514,33270000,60000
R17-00515,43390000,150000
R17-00516,35220000,150000
R17-00517,5600000,20000
R17-00518,62540000,150000
R17-00519,82380000,300000
R17-00520,83760000,300000
R17-00521,42680000,150000
R17-00522,4040000,0
R17-00523,2650000,0
R17-00524,45890000,150000
R17-00525,71980000,300000
R17-00526,12890000,40000
R17-00527,84490000,300000
R17-00528,34730000,150000
R17-00529,55170000,150000
R17-00530,6290000,20000
R17-00531,51700000,150000
R17-00532,101270000,300000
R17-00533,56700000,150000
R17-00534,24200000,60000
R17-00535,14050000,40000
R17-00536,71820000,300000
R17-00537,65690000,150000
R17-00538,33690000,150000
R17-00539,64890000,150000
R17-00540,64250000,150000
R17-00541,2230000,0
R17-00542,14770000,40000
R17-00543,45730000,150000
R17-00544,5300000,20000
R17-00545,2600000,0
R17-00546,53790000,150000
R17-00547,64460000,150000
R17-00548,46830000,150000
R17-00549,53860000,150000
R17-00550,39250000,150000
R17-00551,42330000,150000
R17-00552,43090000,150000
R17-00553,61530000,150000
R17-00554,4010000,0
R17-00555,34530000,150000
R17-00556,32300000,60000
R17-00557,56490000,150000
R17-00558,3140000,0
R17-00559,47280000,150000
R17-00560,115120000,300000
R17-00561,11440000,40000
R17-00562,26180000,60000
R17-00563,31850000,60000
R17-00564,60640000,150000
R17-00565,33080000,60000
R17-00566,51030000,150000
R17-00567,18250000,40000
R17-00568,103400000,300000
R17-00569,113730000,300000
R17-00570,4090000,0
R17-00571,36450000,150000
R17-00572,105630000,300000
R17-00573,71800000,300000
R17-00574,22160000,60000
R17-00575,62710000,150000
R17-00576,1620000,0
R17-00577,47930000,150000
R17-00578,4100000,0
R17-00579,66310000,150000
R17-00580,22940000,60000
R17-00581,84870000,300000
R17-00582,3300000,0
R17-00583,31570000,60000
R17-00584,63370000,150000
R17-00585,72410000,300000
R17-00586,3960000,0
R17-00587,14370000,40000
R17-00588,76730000,300000
R17-00589,74440000,300000
R17-00590,75460000,300000
R17-00591,46120000,150000
R17-00592,36070000,150000
R17-00593,35430000,150000
R17-00594,1970000,0
R17-00595,32670000,60000
R17-00596,95110000,300000
R17-00597,63870000,150000
R17-00598,110260000,300000
R17-00599,62560000,150000
R17-00600,73070000,300000
R17-00601,93340000,300000
R17-00602,56380000,150000
R17-00603,28510000,60000
R17-00604,71630000,300000
R17-00605,34830000,150000
R17-00606,92230000,300000
R17-00607,54540000,150000
R17-00608,61760000,150000
R17-00609,14540000,40000
R17-00610,59150000,150000
R17-00611,21550000,60000
R17-00612,77110000,300000
R17-00613,22060000,60000
R17-00614,10890000,40000
R17-00615,34000000,150000
R17-00616,44640000,150000
R17-00617,103500000,300000
R17-00618,74390000,300000
R17-00619,4190000,0
R17-00620,23030000,60000
R17-00621,12770000,40000
R17-00622,134460000,600000
R17-00623,10610000,40000
R17-00624,12000000,40000
R17-00625,21590000,60000
R17-00626,52730000,150000
R17-00627,24730000,60000
R17-00628,41640000,150000
R17-00629,32420000,60000
R17-00630,41260000,150000
R17-00631,16180000,40000
R17-00632,24450000,60000
R17-00633,14810000,40000
R17-00634,38560000,150000
R17-00635,22170000,60000
R17-00636,41000000,150000
R17-00637,81730000,300000
R17-00638,82190000,300000
R17-00639,24100000,60000
R17-00640,33250000,60000
R17-00641,112580000,300000
R17-00642,4450000,0
R17-00643,57450000,150000
R17-00644,90880000,300000
R17-00645,11770000,40000
R17-00646,12220000,40000
R17-00647,33140000,60000
R17-00648,2650000,0
R17-00649,5970000,20000
R17-00650,53190000,150000
R17-00651,25350000,60000
R17-00652,23750000,60000
R17-00653,24960000,60000
R17-00654,18470000,40000
R17-00655,46720000,150000
R17-00656,56360000,150000
R17-00657,47050000,150000
R17-00658,18400000,40000
R17-00659,104540000,300000
R17-00660,154210000,600000
R17-00661,15190000,40000
R17-00662,52200000,150000
R17-00663,2270000,0
R17-00664,22550000,60000
R17-00665,64210000,150000
R17-00666,27210000,60000
R17-00667,30910000,60000
R17-00668,15190000,40000
R17-00669,5250000,20000
R17-00670,5120000,20000
R17-00671,64050000,150000
R17-00672,107840000,300000
R17-00673,9300000,20000
R17-00674,53620000,150000
R17-00675,95450000,300000
R17-00676,11730000,40000
R17-00677,31660000,60000
R17-00678,65910000,150000
R17-00679,77800000,300000
R17-00680,20960000,60000
R17-00681,23120000,60000
R17-00682,18690000,40000
R17-00683,28430000,60000
R17-00684,42000000,150000
R17-00685,23360000,60000
R17-00686,13290000,40000
R17-00687,22270000,60000
R17-00688,55140000,150000
R17-00689,11850000,40000
R17-00690,107620000,300000
R17-00691,42980000,150000
R17-00692,61580000,150000
R17-00693,23760000,60000
R17-00694,13970000,40000
R17-00695,48450000,150000
R17-00696,143150000,600000
R17-00697,116090000,300000
R17-00698,24740000,60000
R17-00699,64250000,150000
R17-00700,33830000,150000
R17-00701,22080000,60000
R17-00702,15550000,40000
R17-00703,64010000,150000
R17-00704,71820000,300000
R17-00705,106440000,300000
R17-00706,2530000,0
R17-00707,32290000,60000
R17-00708,32680000,60000
R17-00709,2520000,0
R17-00710,46290000,150000
R17-00711,111560000,300000
R17-00712,3330000,0
R17-00713,36810000,150000
R17-00714,3470000,0
R17-00715,6020000,20000
R17-00716,24710000,60000
R17-00717,3800000,0
R17-00718,4290000,0
R17-00719,13520000,40000
R17-00720,23670000,60000
R17-00721,33690000,150000
R17-00722,6730000,20000
R17-00723,28470000,60000
R17-00724,70160000,300000
R17-00725,74970000,300000
R17-00726,34940000,150000
R17-00727,91300000,300000
R17-00728,5630000,20000
R17-00729,42040000,150000
R17-00730,51790000,150000
R17-00731,34700000,150000
R17-00732,55700000,150000
R17-00733,20470000,60000
R17-00734,23170000,60000
R17-00735,23930000,60000
R17-00736,102110000,300000
R17-00737,82710000,300000
R17-00738,101130000,300000
R17-00739,24740000,60000
R17-00740,92000000,300000
R17-00741,93840000,300000
R17-00742,3250000,0
R17-00743,6740000,20000
R17-00744,51430000,150000
R17-00745,142430000,600000
R17-00746,46200000,150000
R17-00747,35880000,150000
R17-00748,76230000,300000
R17-00749,4360000,0
R17-00750,27860000,60000
R17-00751,114740000,300000
R17-00752,46180000,150000
R17-00753,62910000,150000
R17-00754,2070000,0
R17-00755,27030000,60000
R17-00756,1260000,0
R17-00757,31770000,60000
R17-00758,114980000,300000
R17-00759,26080000,60000
R17-00760,21940000,60000
R17-00761,23310000,60000
R17-00762,3780000,0
R17-00763,103560000,300000
R17-00764,1840000,0
R17-00765,62120000,150000
R17-00766,74390000,300000
R17-00767,22940000,60000
R17-00768,122550000,300000
R17-00769,13010000,40000
R17-00770,30990000,60000
R17-00771,28660000,60000
R17-00772,3670000,0
R17-00773,12160000,40000
R17-00774,61400000,150000
R17-00775,6810000,20000
R17-00776,28850000,60000
R17-00777,1610000,0
R17-00778,1590000,0
R17-00779,17810000,40000
R17-00780,2150000,0
R17-00781,73040000,300000
R17-00782,32960000,60000
R17-00783,41550000,150000
R17-00784,58210000,150000
R17-00785,63890000,150000
R17-00786,25660000,60000
R17-00787,7760000,20000
R17-00788,72590000,300000
R17-00789,6390000,20000
R17-00790,33650000,150000
R17-00791,35910000,150000
R17-00792,32250000,60000
R17-00793,40880000,150000
R17-00794,63650000,150000
R17-00795,14130000,40000
R17-00796,22300000,60000
R17-00797,55310000,150000
R17-00798,22820000,60000
R17-00799,53280000,150000
R17-00800,57350000,150000
R17-00801,123240000,300000
R17-00802,5250000,20000
R17-00803,73800000,300000
R17-00804,20820000,60000
R17-00805,4050000,0
R17-00806,23920000,60000
R17-00807,22260000,60000
R17-00808,71500000,300000
R17-00809,1420000,0
R17-00810,54980000,150000
R17-00811,16570000,40000
R17-00812,6010000,20000
R17-00813,63290000,150000
R17-00814,32900000,60000
R17-00815,5930000,20000
R17-00816,92190000,300000
R17-00817,84690000,300000
R17-00818,16240000,40000
R17-00819,104370000,300000
R17-00820,65710000,150000
R17-00821,51410000,150000
R17-00822,28430000,60000
R17-00823,141540000,600000
R17-00824,2150000,0
R17-00825,60790000,150000
R17-00826,41650000,150000
R17-00827,45600000,150000
R17-00828,21080000,60000
R17-00829,30720000,60000
R17-00830,34960000,150000
R17-00831,61590000,150000
R17-00832,41400000,150000
R17-00833,48310000,150000
R17-00834,4490000,0
R17-00835,38450000,150000
R17-00836,24040000,60000
R17-00837,21920000,60000
R17-00838,84000000,300000
R17-00839,13710000,40000
R17-00840,71950000,300000
R17-00841,14090000,40000
R17-00842,26170000,60000
R17-00843,14730000,40000
R17-00844,33700000,150000
R17-00845,23180000,60000
R17-00846,13100000,40000
R17-00847,1950000,0
R17-00848,6050000,20000
R17-00849,17360000,40000
R17-00850,72730000,300000
R17-00851,23650000,60000
R17-00852,31400000,60000
R17-00853,2100000,0
R17-00854,16750000,40000
R17-00855,13800000,40000
R17-00856,81170000,300000
R17-00857,85440000,300000
R17-00858,21870000,60000
R17-00859,23010000,60000
R17-00860,12920000,40000
R17-00861,156190000,600000
R17-00862,5640000,20000
R17-00863,2890000,0
R17-00864,13490000,40000
R17-00865,41840000,150000
R17-00866,23630000,60000
R17-00867,12870000,40000
R17-00868,24670000,60000
R17-00869,44190000,150000
R17-00870,124020000,300000
R17-00871,124280000,300000
R17-00872,33310000,60000
R17-00873,45850000,150000
R17-00874,54080000,150000
R17-00875,46490000,150000
R17-00876,107190000,300000
R17-00877,92000000,300000
R17-00878,21960000,60000
R17-00879,102410000,300000
R17-00880,229140000,1000000
R17-00881,5030000,20000
R17-00882,26200000,60000
R17-00883,84790000,300000
R17-00884,22660000,60000
R17-00885,24040000,60000
R17-00886,65200000,150000
R17-00887,64180000,150000
R17-00888,2690000,0
R17-00889,34890000,150000
R17-00890,11550000,40000
R17-00891,64610000,150000
R17-00892,12210000,40000
R17-00893,44190000,150000
R17-00894,52870000,150000
R17-00895,4370000,0
R17-00896,226320000,1000000
R17-00897,41930000,150000
R17-00898,77730000,300000
R17-00899,77300000,300000
R17-00900,42970000,150000
R17-00901,20570000,60000
R17-00902,12060000,40000
R17-00903,44100000,150000
R17-00904,51890000,150000
R17-00905,4400000,0
R17-00906,560000,0
R17-00907,42010000,150000
R17-00908,20490000,60000
R17-00909,1820000,0
R17-00910,18210000,40000
R17-00911,52980000,150000
R17-00912,12510000,40000
R17-00913,25610000,60000
R17-00914,62840000,150000
R17-00915,84860000,300000
R17-00916,57710000,150000
R17-00917,47810000,150000
R17-00918,42340000,150000
R17-00919,33840000,150000
R17-00920,11860000,40000
R17-00921,35110000,150000
R17-00922,35980000,150000
R17-00923,4800000,0
R17-00924,11340000,40000
R17-00925,23590000,60000
R17-00926,66000000,150000
R17-00927,22610000,60000
R17-00928,35330000,150000
R17-00929,134390000,600000
R17-00930,52340000,150000
R17-00931,53110000,150000
R17-00932,13170000,40000
R17-00933,10650000,40000
R17-00934,52460000,150000
R17-00935,25160000,60000
R17-00936,92120000,300000
R17-00937,33040000,60000
R17-00938,4420000,0
R17-00939,6960000,20000
R17-00940,41960000,150000
R17-00941,30620000,60000
R17-00942,76230000,300000
R17-00943,45500000,150000
R17-00944,121060000,300000
R17-00945,26480000,60000
R17-00946,43450000,150000
R17-00947,74800000,300000
R17-00948,60920000,150000
R17-00949,20630000,60000
R17-00950,73110000,300000
R17-00951,13030000,40000
R17-00952,63340000,150000
R17-00953,92660000,300000
R17-00954,40470000,150000
R17-00955,17670000,40000
R17-00956,36510000,150000
R17-00957,44030000,150000
R17-00958,43010000,150000
R17-00959,69140000,300000
R17-00960,92460000,300000
R17-00961,6530000,20000
R17-00962,71190000,300000
R17-00963,2650000,0
R17-00964,31850000,60000
R17-00965,24110000,60000
R17-00966,135680000,600000
R17-00967,101170000,300000
R17-00968,51980000,150000
R17-00969,33070000,60000
R17-00970,24770000,60000
R17-00971,56190000,150000
R17-00972,17210000,40000
R17-00973,1800000,0
R17-00974,2150000,0
R17-00975,53320000,150000
R17-00976,53890000,150000
R17-00977,31330000,60000
R17-00978,43210000,150000
R17-00979,73350000,300000
R17-00980,133400000,600000
R17-00981,75330000,300000
R17-00982,174440000,600000
R17-00983,4410000,0
R17-00984,4330000,0
R17-00985,83060000,300000
R17-00986,52060000,150000
R17-00987,3440000,0
R17-00988,74530000,300000
R17-00989,25090000,60000
R17-00990,20680000,60000
R17-00991,15920000,40000
R17-00992,21260000,60000
R17-00993,41170000,150000
R17-00994,1680000,0
R17-00995,15550000,40000
R17-00996,41060000,150000
R17-00997,82140000,300000
R17-00998,83220000,300000
R17-00999,17050000,40000
R17-01000,31420000,60000
R17-01001,32350000,60000
R17-01002,1400000,0
R17-01003,17180000,40000
R17-01004,52920000,150000
R17-01005,12660000,40000
R17-01006,131100000,300000
R17-01007,35760000,150000
R17-01008,46150000,150000
R17-01009,12450000,40000
R17-01010,65880000,150000
R17-01011,47310000,150000
R17-01012,3420000,0
R17-01013,95490000,300000
R17-01014,73030000,300000
R17-01015,4920000,0
R17-01016,20810000,60000
R17-01017,16460000,40000
R17-01018,42870000,150000
R17-01019,21310000,60000
R17-01020,33450000,150000
R17-01021,21830000,60000
R17-01022,23890000,60000
R17-01023,26720000,60000
R17-01024,81930000,300000
R17-01025,62630000,150000
R17-01026,101380000,300000
R17-01027,52750000,150000
R17-01028,57230000,150000
R17-01029,7580000,20000
R17-01030,55830000,150000
R17-01031,62860000,150000
R17-01032,51510000,150000
R17-01033,55980000,150000
R17-01034,33360000,150000
R17-01035,38190000,150000
R17-01036,26990000,60000
R17-01037,56770000,150000
R17-01038,11510000,40000
R17-01039,46600000,150000
R17-01040,101750000,300000
R17-01041,42080000,150000
R17-01042,41600000,150000
R17-01043,14260000,40000
R17-01044,125980000,300000
R17-01045,73650000,300000
R17-01046,1550000,0
R17-01047,60970000,150000
R17-01048,2010000,0
R17-01049,63470000,150000
R17-01050,36930000,150000
R17-01051,2480000,0
R17-01052,48570000,150000
R17-01053,3700000,0
R17-01054,55010000,150000
R17-01055,15010000,40000
R17-01056,57860000,150000
R17-01057,55050000,150000
R17-01058,46700000,150000
R17-01059,1810000,0
R17-01060,95690000,300000
R17-01061,153060000,600000
R17-01062,159560000,600000
R17-01063,22310000,60000
R17-01064,13150000,40000
R17-01065,17750000,40000
R17-01066,51480000,150000
R17-01067,83970000,300000
R17-01068,32050000,60000
R17-01069,25860000,60000
R17-01070,34420000,150000
R17-01071,32680000,60000
R17-01072,22530000,60000
R17-01073,54140000,150000
R17-01074,42400000,150000
R17-01075,43430000,150000
R17-01076,36950000,150000
R17-01077,32620000,60000
R17-01078,40750000,150000
R17-01079,31350000,60000
R17-01080,54740000,150000
R17-01081,101730000,300000
