고객ID,타사이전금액,혜택금액
R22-01005,68780000,300000
R22-01006,32600000,60000
R22-01007,52530000,150000
R22-01008,102330000,300000
R22-01009,80930000,300000
R22-01010,28300000,60000
R22-01011,43810000,150000
R22-01012,12860000,40000
R22-01013,18440000,40000
R22-01014,71290000,300000
R22-01015,81160000,300000
R22-01016,81950000,300000
R22-01017,65800000,150000
R22-01018,3350000,0
R22-01019,14300000,40000
R22-01020,35360000,150000
R22-01021,22140000,60000
R22-01022,63320000,150000
R22-01023,61180000,150000
R22-01024,80380000,300000
R22-01025,62670000,150000
R22-01026,13050000,40000
R22-01027,61270000,150000
R22-01028,71970000,300000
R22-01029,470000,0
R22-01030,46470000,150000
R22-01031,10410000,40000
R22-01032,114200000,300000
R22-01033,44720000,150000
R22-01034,15580000,40000
R22-01035,12160000,40000
R22-01036,24150000,60000
R22-01037,51350000,150000
R22-01038,15770000,40000
R22-01039,72110000,300000
R22-01040,54270000,150000
R22-01041,1030000,0
R22-01042,64830000,150000
R22-01043,116650000,300000
R22-01044,81670000,300000
R22-01045,52190000,150000
R22-01046,75650000,300000
R22-01047,63290000,150000
R22-01048,75400000,300000
R22-01049,6400000,20000
R22-01050,96500000,300000
R22-01051,4390000,0
R22-01052,64380000,150000
R22-01053,15390000,40000
R22-01054,72220000,300000
R22-01055,12060000,40000
R22-01056,16480000,40000
R22-01057,13310000,40000
R22-01058,41750000,150000
R22-01059,15350000,40000
R22-01060,3050000,0
R22-01061,32440000,60000
R22-01062,31130000,60000
R22-01063,76870000,300000
R22-01064,92090000,300000
R22-01065,90500000,300000
R22-01066,22740000,60000
R22-01067,87260000,300000
R22-01068,14330000,40000
R22-01069,41830000,150000
R22-01070,73730000,300000
R22-01071,2250000,0
R22-01072,23300000,60000
R22-01073,64550000,150000
R22-01074,114290000,300000
R22-01075,34830000,150000
R22-01076,61260000,150000
R22-01077,54330000,150000
R22-01078,43500000,150000
R22-01079,38810000,150000
R22-01080,79040000,300000
R22-01081,124050000,300000
