고객ID,타사이전금액,혜택금액
R26-00091,5590000,20000
R26-00092,6970000,20000
R26-00093,70950000,300000
R26-00094,3220000,0
R26-00095,1130000,0
R26-00096,60680000,150000
R26-00097,53030000,150000
R26-00098,25880000,60000
R26-00099,32840000,60000
R26-00100,28230000,60000
R26-00101,32530000,60000
R26-00102,13840000,40000
R26-00103,35300000,150000
R26-00104,35060000,150000
R26-00105,47280000,150000
R26-00106,22070000,60000
R26-00107,102220000,300000
R26-00108,114940000,300000
R26-00109,76810000,300000
R26-00110,158190000,600000
R26-00111,24080000,60000
R26-00112,11570000,40000
R26-00113,3690000,0
R26-00114,63830000,150000
R26-00115,121610000,300000
R26-00116,45720000,150000
R26-00117,44190000,150000
R26-00118,44440000,150000
R26-00119,31630000,60000
R26-00120,11590000,40000
R26-00121,83540000,300000
R26-00122,64050000,150000
R26-00123,115200000,300000
R26-00124,86540000,300000
R26-00125,52890000,150000
R26-00126,5920000,20000
R26-00127,42990000,150000
R26-00128,74780000,300000
R26-00129,20190000,60000
R26-00130,1970000,0
R26-00131,89080000,300000
R26-00132,4920000,0
R26-00133,38320000,150000
R26-00134,26730000,60000
R26-00135,17220000,40000
R26-00136,93150000,300000
R26-00137,23160000,60000
R26-00138,23070000,60000
R26-00139,3380000,0
R26-00140,24780000,60000
R26-00141,63510000,150000
R26-00142,93140000,300000
R26-00143,2100000,0
R26-00144,83250000,300000
R26-00145,900000,0
R26-00146,72860000,300000
R26-00147,12710000,40000
R26-00148,51140000,150000
R26-00149,71710000,300000
R26-00150,57700000,150000
R26-00151,22340000,60000
R26-00152,1650000,0
R26-00153,30730000,60000
R26-00154,3310000,0
R26-00155,84300000,300000
R26-00156,141090000,600000
R26-00157,47150000,150000
R26-00158,121750000,300000
R26-00159,26560000,60000
R26-00160,72090000,300000
R26-00161,73690000,300000
R26-00162,97660000,300000
R26-00163,3020000,0
R26-00164,73930000,300000
R26-00165,43370000,150000
R26-00166,66310000,150000
R26-00167,1830000,0
R26-00168,52110000,150000
R26-00169,55040000,150000
R26-00170,103950000,300000
R26-00171,360000,0
R26-00172,22780000,60000
R26-00173,67860000,300000
R26-00174,29190000,60000
R26-00175,4100000,0
R26-00176,40650000,150000
R26-00177,7210000,20000
R26-00178,34190000,150000
R26-00179,35640000,150000
R26-00180,73400000,300000
R26-00181,91570000,300000
R26-00182,15280000,40000
R26-00183,4240000,0
R26-00184,73530000,300000
R26-00185,11340000,40000
R26-00186,113110000,300000
R26-00187,85320000,300000
R26-00188,56880000,150000
R26-00189,3040000,0
R26-00190,45310000,150000
R26-00191,51440000,150000
R26-00192,25390000,60000
R26-00193,177450000,600000
R26-00194,2220000,0
R26-00195,1540000,0
R26-00196,14130000,40000
R26-00197,62340000,150000
R26-00198,32740000,60000
R26-00199,145960000,600000
R26-00200,72150000,300000
R26-00201,1480000,0
R26-00202,93270000,300000
R26-00203,26640000,60000
R26-00204,23990000,60000
R26-00205,14540000,40000
R26-00206,54260000,150000
R26-00207,66180000,150000
R26-00208,22840000,60000
R26-00209,6370000,20000
R26-00210,15560000,40000
R26-00211,40750000,150000
R26-00212,32940000,60000
R26-00213,55380000,150000
R26-00214,32740000,60000
R26-00215,34970000,150000
R26-00216,134740000,600000
R26-00217,6860000,20000
R26-00218,15190000,40000
R26-00219,12480000,40000
R26-00220,2470000,0
R26-00221,57260000,150000
R26-00222,32690000,60000
R26-00223,2110000,0
R26-00224,12760000,40000
R26-00225,55080000,150000
R26-00226,3960000,0
R26-00227,40800000,150000
R26-00228,22140000,60000
R26-00229,156290000,600000
R26-00230,41280000,150000
R26-00231,11280000,40000
R26-00232,24590000,60000
R26-00233,6700000,20000
R26-00234,21110000,60000
R26-00235,24170000,60000
R26-00236,84420000,300000
R26-00237,42550000,150000
R26-00238,108030000,300000
R26-00239,34760000,150000
R26-00240,14220000,40000
R26-00241,23080000,60000
R26-00242,13110000,40000
R26-00243,29200000,60000
R26-00244,1670000,0
R26-00245,65370000,150000
R26-00246,25430000,60000
R26-00247,13780000,40000
R26-00248,32540000,60000
R26-00249,5820000,20000
R26-00250,40770000,150000
R26-00251,12420000,40000
R26-00252,75660000,300000
R26-00253,55330000,150000
R26-00254,60140000,150000
R26-00255,17300000,40000
R26-00256,24180000,60000
R26-00257,4780000,0
R26-00258,13110000,40000
R26-00259,22880000,60000
R26-00260,26460000,60000
R26-00261,122970000,300000
R26-00262,24130000,60000
R26-00263,112380000,300000
R26-00264,134270000,600000
R26-00265,59270000,150000
R26-00266,34030000,150000
R26-00267,51260000,150000
R26-00268,42340000,150000
R26-00269,53560000,150000
R26-00270,46460000,150000
R26-00271,57970000,150000
R26-00272,15890000,40000
R26-00273,12350000,40000
R26-00274,92120000,300000
R26-00275,81310000,300000
R26-00276,56200000,150000
R26-00277,2550000,0
R26-00278,26720000,60000
R26-00279,33620000,150000
R26-00280,43270000,150000
R26-00281,45480000,150000
R26-00282,7870000,20000
R26-00283,51680000,150000
R26-00284,31130000,60000
R26-00285,1330000,0
R26-00286,1560000,0
R26-00287,115030000,300000
R26-00288,43750000,150000
R26-00289,27130000,60000
R26-00290,75730000,300000
R26-00291,83910000,300000
R26-00292,95590000,300000
R26-00293,35920000,150000
R26-00294,122740000,300000
R26-00295,13210000,40000
R26-00296,65200000,150000
R26-00297,62810000,150000
R26-00298,52270000,150000
R26-00299,43680000,150000
R26-00300,17280000,40000
R26-00301,4850000,0
R26-00302,222420000,1000000
R26-00303,5630000,20000
R26-00304,28580000,60000
R26-00305,44440000,150000
R26-00306,3510000,0
R26-00307,42940000,150000
R26-00308,83670000,300000
R26-00309,57310000,150000
R26-00310,67800000,300000
R26-00311,12220000,40000
R26-00312,83240000,300000
R26-00313,134230000,600000
R26-00314,21620000,60000
R26-00315,117010000,300000
R26-00316,22890000,60000
R26-00317,45190000,150000
R26-00318,52100000,150000
R26-00319,63920000,150000
R26-00320,56980000,150000
R26-00321,122700000,300000
R26-00322,3100000,0
R26-00323,105980000,300000
R26-00324,24810000,60000
R26-00325,43440000,150000
R26-00326,41160000,150000
R26-00327,3810000,0
R26-00328,33390000,150000
R26-00329,62760000,150000
R26-00330,30770000,60000
R26-00331,20690000,60000
R26-00332,13320000,40000
R26-00333,50900000,150000
R26-00334,94560000,300000
R26-00335,103300000,300000
R26-00336,85290000,300000
R26-00337,103690000,300000
R26-00338,54250000,150000
R26-00339,24030000,60000
R26-00340,82730000,300000
R26-00341,83340000,300000
R26-00342,3140000,0
R26-00343,34690000,150000
R26-00344,94220000,300000
R26-00345,103630000,300000
R26-00346,2450000,0
R26-00347,4700000,0
R26-00348,111340000,300000
R26-00349,41730000,150000
R26-00350,102310000,300000
R26-00351,31120000,60000
R26-00352,24570000,60000
R26-00353,34510000,150000
R26-00354,62780000,150000
R26-00355,1040000,0
R26-00356,63570000,150000
R26-00357,2500000,0
R26-00358,27880000,60000
R26-00359,27610000,60000
R26-00360,54240000,150000
R26-00361,20180000,60000
R26-00362,43920000,150000
R26-00363,21580000,60000
R26-00364,14160000,40000
R26-00365,47960000,150000
R26-00366,121580000,300000
R26-00367,53550000,150000
R26-00368,42840000,150000
R26-00369,35830000,150000
R26-00370,53410000,150000
R26-00371,32020000,60000
R26-00372,400000,0
R26-00373,41060000,150000
R26-00374,31880000,60000
R26-00375,6050000,20000
R26-00376,83370000,300000
R26-00377,62400000,150000
R26-00378,32320000,60000
R26-00379,27050000,60000
R26-00380,32390000,60000
R26-00381,37060000,150000
R26-00382,92440000,300000
R26-00383,23110000,60000
R26-00384,32380000,60000
R26-00385,90890000,300000
R26-00386,50300000,150000
R26-00387,42660000,150000
R26-00388,35470000,150000
R26-00389,70740000,300000
R26-00390,83980000,300000
R26-00391,95900000,300000
R26-00392,51190000,150000
R26-00393,40880000,150000
R26-00394,2610000,0
R26-00395,25940000,60000
R26-00396,71090000,300000
R26-00397,4080000,0
R26-00398,96440000,300000
R26-00399,46110000,150000
R26-00400,32930000,60000
R26-00401,24490000,60000
R26-00402,13740000,40000
R26-00403,43290000,150000
R26-00404,65690000,150000
R26-00405,63510000,150000
R26-00406,73310000,300000
R26-00407,34990000,150000
R26-00408,32850000,60000
R26-00409,101100000,300000
R26-00410,54010000,150000
R26-00411,72730000,300000
R26-00412,17740000,40000
R26-00413,66750000,300000
R26-00414,43380000,150000
R26-00415,74380000,300000
R26-00416,22770000,60000
R26-00417,73900000,300000
R26-00418,3130000,0
R26-00419,5980000,20000
R26-00420,17200000,40000
R26-00421,12310000,40000
R26-00422,113520000,300000
R26-00423,32540000,60000
R26-00424,2010000,0
R26-00425,60490000,150000
R26-00426,65720000,150000
R26-00427,24560000,60000
R26-00428,41410000,150000
R26-00429,23910000,60000
R26-00430,41890000,150000
R26-00431,82540000,300000
R26-00432,92650000,300000
R26-00433,37320000,150000
R26-00434,42560000,150000
R26-00435,62700000,150000
R26-00436,16470000,40000
R26-00437,35050000,150000
R26-00438,5540000,20000
R26-00439,13910000,40000
R26-00440,43350000,150000
R26-00441,24760000,60000
R26-00442,27610000,60000
R26-00443,135640000,600000
R26-00444,28310000,60000
R26-00445,34800000,150000
R26-00446,92570000,300000
R26-00447,60640000,150000
R26-00448,10270000,40000
R26-00449,81530000,300000
R26-00450,53610000,150000
R26-00451,74810000,300000
R26-00452,84760000,300000
R26-00453,11280000,40000
R26-00454,81700000,300000
R26-00455,48080000,150000
R26-00456,42130000,150000
R26-00457,151120000,600000
R26-00458,44720000,150000
R26-00459,1480000,0
R26-00460,72560000,300000
R26-00461,65990000,150000
R26-00462,94210000,300000
R26-00463,49320000,150000
R26-00464,4900000,0
R26-00465,46200000,150000
R26-00466,84760000,300000
R26-00467,54240000,150000
R26-00468,72940000,300000
R26-00469,84220000,300000
R26-00470,46630000,150000
R26-00471,64950000,150000
R26-00472,114160000,300000
R26-00473,8020000,20000
R26-00474,71150000,300000
R26-00475,73020000,300000
R26-00476,63400000,150000
R26-00477,92510000,300000
R26-00478,16120000,40000
R26-00479,11860000,40000
R26-00480,5980000,20000
R26-00481,171860000,600000
R26-00482,4720000,0
R26-00483,10380000,40000
R26-00484,93040000,300000
R26-00485,1890000,0
R26-00486,64970000,150000
R26-00487,2350000,0
R26-00488,53250000,150000
R26-00489,25120000,60000
R26-00490,75510000,300000
R26-00491,53710000,150000
R26-00492,45290000,150000
R26-00493,132130000,300000
R26-00494,82100000,300000
R26-00495,55620000,150000
R26-00496,86680000,300000
R26-00497,39080000,150000
R26-00498,84140000,300000
R26-00499,33120000,60000
R26-00500,75940000,300000
R26-00501,62960000,150000
R26-00502,96570000,300000
R26-00503,44550000,150000
R26-00504,2290000,0
R26-00505,7470000,20000
R26-00506,16570000,40000
R26-00507,13530000,40000
R26-00508,20660000,60000
R26-00509,15190000,40000
R26-00510,57890000,150000
R26-00511,18150000,40000
R26-00512,116480000,300000
R26-00513,44390000,150000
R26-00514,52630000,150000
R26-00515,101520000,300000
R26-00516,47700000,150000
R26-00517,104690000,300000
R26-00518,34920000,150000
R26-00519,41890000,150000
R26-00520,131860000,300000
R26-00521,46480000,150000
R26-00522,25010000,60000
R26-00523,138410000,600000
R26-00524,22870000,60000
R26-00525,63790000,150000
R26-00526,53100000,150000
R26-00527,98070000,300000
R26-00528,2920000,0
R26-00529,16070000,40000
R26-00530,1510000,0
R26-00531,24940000,60000
R26-00532,42000000,150000
R26-00533,15470000,40000
R26-00534,12710000,40000
R26-00535,4930000,0
R26-00536,85560000,300000
R26-00537,30960000,60000
R26-00538,53690000,150000
R26-00539,81930000,300000
R26-00540,25790000,60000
R26-00541,45570000,150000
R26-00542,116320000,300000
R26-00543,67480000,300000
R26-00544,65070000,150000
R26-00545,33550000,150000
R26-00546,21880000,60000
R26-00547,27500000,60000
R26-00548,12950000,40000
R26-00549,45050000,150000
R26-00550,43310000,150000
R26-00551,146240000,600000
R26-00552,63120000,150000
R26-00553,31010000,60000
R26-00554,25360000,60000
R26-00555,2680000,0
R26-00556,4340000,0
R26-00557,25660000,60000
R26-00558,40850000,150000
R26-00559,82710000,300000
R26-00560,54890000,150000
R26-00561,67730000,300000
R26-00562,54580000,150000
R26-00563,63870000,150000
R26-00564,9150000,20000
R26-00565,70430000,300000
R26-00566,91900000,300000
R26-00567,15850000,40000
R26-00568,52570000,150000
R26-00569,56240000,150000
R26-00570,22650000,60000
R26-00571,89070000,300000
R26-00572,5660000,20000
R26-00573,22660000,60000
R26-00574,103520000,300000
R26-00575,13390000,40000
R26-00576,13020000,40000
R26-00577,17840000,40000
R26-00578,34900000,150000
R26-00579,11700000,40000
R26-00580,33580000,150000
R26-00581,105500000,300000
R26-00582,103800000,300000
R26-00583,63910000,150000
R26-00584,5750000,20000
R26-00585,1710000,0
R26-00586,24050000,60000
R26-00587,8660000,20000
R26-00588,21900000,60000
R26-00589,20840000,60000
R26-00590,84800000,300000
R26-00591,46860000,150000
R26-00592,61090000,150000
R26-00593,40810000,150000
R26-00594,61040000,150000
R26-00595,44070000,150000
R26-00596,54150000,150000
R26-00597,1660000,0
R26-00598,42290000,150000
R26-00599,8440000,20000
R26-00600,24780000,60000
R26-00601,5360000,20000
R26-00602,32600000,60000
R26-00603,46020000,150000
R26-00604,16440000,40000
R26-00605,24560000,60000
R26-00606,104090000,300000
R26-00607,66520000,150000
R26-00608,21940000,60000
R26-00609,84780000,300000
R26-00610,55600000,150000
R26-00611,128310000,300000
R26-00612,24390000,60000
R26-00613,78600000,300000
R26-00614,2160000,0
R26-00615,26570000,60000
R26-00616,17280000,40000
R26-00617,45760000,150000
R26-00618,131840000,300000
R26-00619,62660000,150000
R26-00620,125390000,300000
R26-00621,34690000,150000
R26-00622,33440000,150000
R26-00623,14990000,40000
R26-00624,33060000,60000
R26-00625,36380000,150000
R26-00626,60050000,150000
R26-00627,115820000,300000
R26-00628,15310000,40000
R26-00629,11780000,40000
R26-00630,7180000,20000
R26-00631,32190000,60000
R26-00632,38380000,150000
R26-00633,2080000,0
R26-00634,43180000,150000
R26-00635,65810000,150000
R26-00636,52340000,150000
R26-00637,58490000,150000
R26-00638,41860000,150000
R26-00639,21660000,60000
R26-00640,23360000,60000
R26-00641,62700000,150000
R26-00642,45430000,150000
R26-00643,156110000,600000
R26-00644,4280000,0
R26-00645,16790000,40000
R26-00646,47680000,150000
R26-00647,13200000,40000
R26-00648,7760000,20000
R26-00649,27420000,60000
R26-00650,6280000,20000
R26-00651,57130000,150000
R26-00652,1990000,0
R26-00653,1450000,0
R26-00654,36010000,150000
R26-00655,22950000,60000
R26-00656,74700000,300000
R26-00657,21150000,60000
R26-00658,96500000,300000
R26-00659,21660000,60000
R26-00660,33030000,60000
R26-00661,6050000,20000
R26-00662,790000,0
R26-00663,101170000,300000
R26-00664,1170000,0
R26-00665,38130000,150000
R26-00666,22440000,60000
R26-00667,43400000,150000
R26-00668,71450000,300000
R26-00669,1930000,0
R26-00670,6080000,20000
R26-00671,52050000,150000
R26-00672,790000,0
R26-00673,4890000,0
R26-00674,27720000,60000
R26-00675,65610000,150000
R26-00676,23320000,60000
R26-00677,36660000,150000
R26-00678,31870000,60000
R26-00679,93040000,300000
R26-00680,3030000,0
R26-00681,22870000,60000
R26-00682,61250000,150000
R26-00683,25340000,60000
R26-00684,31260000,60000
R26-00685,20570000,60000
R26-00686,12360000,40000
R26-00687,36940000,150000
R26-00688,52240000,150000
R26-00689,52150000,150000
R26-00690,101040000,300000
R26-00691,143950000,600000
R26-00692,7790000,20000
R26-00693,24370000,60000
R26-00694,7240000,20000
R26-00695,4250000,0
R26-00696,91800000,300000
R26-00697,12060000,40000
R26-00698,32280000,60000
R26-00699,97140000,300000
R26-00700,61930000,150000
R26-00701,52210000,150000
R26-00702,23530000,60000
R26-00703,114330000,300000
R26-00704,86450000,300000
R26-00705,61660000,150000
R26-00706,86640000,300000
R26-00707,54060000,150000
R26-00708,4260000,0
R26-00709,6330000,20000
R26-00710,37050000,150000
R26-00711,131430000,300000
R26-00712,45740000,150000
R26-00713,73020000,300000
R26-00714,28680000,60000
R26-00715,15060000,40000
R26-00716,34420000,150000
R26-00717,48540000,150000
R26-00718,41970000,150000
R26-00719,2120000,0
R26-00720,106130000,300000
R26-00721,31190000,60000
R26-00722,26590000,60000
R26-00723,33180000,60000
R26-00724,33250000,60000
R26-00725,101260000,300000
R26-00726,5990000,20000
R26-00727,5060000,20000
R26-00728,83790000,300000
R26-00729,104860000,300000
R26-00730,42570000,150000
R26-00731,122450000,300000
R26-00732,32380000,60000
R26-00733,63130000,150000
R26-00734,32580000,60000
R26-00735,2400000,0
R26-00736,5710000,20000
R26-00737,81040000,300000
R26-00738,72540000,300000
R26-00739,77360000,300000
R26-00740,62460000,150000
R26-00741,54400000,150000
R26-00742,46920000,150000
R26-00743,33780000,150000
R26-00744,32520000,60000
R26-00745,1780000,0
R26-00746,95330000,300000
R26-00747,51370000,150000
R26-00748,2130000,0
R26-00749,44440000,150000
R26-00750,21750000,60000
R26-00751,43270000,150000
R26-00752,43950000,150000
R26-00753,11880000,40000
R26-00754,42280000,150000
R26-00755,2110000,0
R26-00756,17690000,40000
R26-00757,52430000,150000
R26-00758,56620000,150000
R26-00759,20590000,60000
R26-00760,98010000,300000
R26-00761,52680000,150000
R26-00762,112210000,300000
R26-00763,28510000,60000
R26-00764,5020000,20000
R26-00765,14510000,40000
R26-00766,60510000,150000
R26-00767,7100000,20000
R26-00768,7260000,20000
R26-00769,46790000,150000
R26-00770,4290000,0
R26-00771,48230000,150000
R26-00772,77060000,300000
R26-00773,2100000,0
R26-00774,43060000,150000
R26-00775,12530000,40000
R26-00776,11090000,40000
R26-00777,44170000,150000
R26-00778,1820000,0
R26-00779,155650000,600000
R26-00780,105860000,300000
R26-00781,45550000,150000
R26-00782,52270000,150000
R26-00783,51950000,150000
R26-00784,133280000,300000
R26-00785,24290000,60000
R26-00786,68940000,300000
R26-00787,53830000,150000
R26-00788,80450000,300000
R26-00789,8100000,20000
R26-00790,22880000,60000
R26-00791,20760000,60000
R26-00792,80430000,300000
R26-00793,65450000,150000
R26-00794,86020000,300000
R26-00795,37250000,150000
R26-00796,24730000,60000
R26-00797,1520000,0
R26-00798,13640000,40000
R26-00799,113650000,300000
R26-00800,24350000,60000
R26-00801,107030000,300000
R26-00802,2160000,0
R26-00803,73750000,300000
R26-00804,940000,0
R26-00805,16160000,40000
R26-00806,75440000,300000
R26-00807,99030000,300000
R26-00808,76950000,300000
R26-00809,72220000,300000
R26-00810,41670000,150000
R26-00811,4210000,0
R26-00812,66100000,150000
R26-00813,55250000,150000
R26-00814,58290000,150000
R26-00815,51800000,150000
R26-00816,5090000,20000
R26-00817,104070000,300000
R26-00818,123740000,300000
R26-00819,63010000,150000
R26-00820,52620000,150000
R26-00821,67680000,300000
R26-00822,43740000,150000
R26-00823,41560000,150000
R26-00824,82680000,300000
R26-00825,43360000,150000
R26-00826,37470000,150000
R26-00827,43650000,150000
R26-00828,26210000,60000
R26-00829,38950000,150000
R26-00830,53220000,150000
R26-00831,24350000,60000
R26-00832,74140000,300000
R26-00833,4600000,0
R26-00834,340000,0
R26-00835,48110000,150000
R26-00836,91810000,300000
R26-00837,63190000,150000
R26-00838,7160000,20000
R26-00839,55430000,150000
R26-00840,54710000,150000
R26-00841,2060000,0
R26-00842,7020000,20000
R26-00843,3070000,0
R26-00844,1690000,0
R26-00845,33260000,60000
R26-00846,24170000,60000
R26-00847,147330000,600000
R26-00848,3340000,0
R26-00849,64210000,150000
R26-00850,6700000,20000
R26-00851,35380000,150000
R26-00852,22280000,60000
R26-00853,68470000,300000
R26-00854,2600000,0
R26-00855,40950000,150000
R26-00856,53300000,150000
R26-00857,92350000,300000
R26-00858,3070000,0
R26-00859,94320000,300000
R26-00860,31850000,60000
R26-00861,9590000,20000
R26-00862,3000000,0
R26-00863,69420000,300000
R26-00864,126400000,300000
R26-00865,1670000,0
R26-00866,27970000,60000
R26-00867,83740000,300000
R26-00868,91400000,300000
R26-00869,24550000,60000
R26-00870,42430000,150000
R26-00871,2940000,0
R26-00872,3880000,0
R26-00873,4360000,0
R26-00874,23200000,60000
R26-00875,24530000,60000
R26-00876,2410000,0
R26-00877,112480000,300000
R26-00878,3890000,0
R26-00879,63160000,150000
R26-00880,35720000,150000
R26-00881,15790000,40000
R26-00882,43270000,150000
R26-00883,4210000,0
R26-00884,81410000,300000
R26-00885,7560000,20000
R26-00886,100570000,300000
R26-00887,33530000,150000
R26-00888,50810000,150000
R26-00889,41540000,150000
R26-00890,4620000,0
R26-00891,50760000,150000
R26-00892,16760000,40000
R26-00893,14450000,40000
R26-00894,36500000,150000
R26-00895,35790000,150000
R26-00896,13930000,40000
R26-00897,171300000,600000
R26-00898,20870000,60000
R26-00899,23650000,60000
R26-00900,22550000,60000
R26-00901,55410000,150000
R26-00902,92320000,300000
R26-00903,62720000,150000
R26-00904,30440000,60000
R26-00905,4640000,0
R26-00906,4980000,0
R26-00907,74390000,300000
R26-00908,45180000,150000
R26-00909,36230000,150000
R26-00910,24850000,60000
R26-00911,4770000,0
R26-00912,76960000,300000
R26-00913,83360000,300000
R26-00914,122240000,300000
R26-00915,25850000,60000
R26-00916,34600000,150000
R26-00917,13450000,40000
R26-00918,7520000,20000
R26-00919,72600000,300000
R26-00920,63080000,150000
R26-00921,31690000,60000
R26-00922,53310000,150000
R26-00923,13670000,40000
R26-00924,42520000,150000
R26-00925,3990000,0
R26-00926,92450000,300000
R26-00927,3910000,0
R26-00928,2030000,0
R26-00929,22920000,60000
R26-00930,63510000,150000
R26-00931,42920000,150000
R26-00932,32980000,60000
R26-00933,24460000,60000
R26-00934,35740000,150000
R26-00935,84700000,300000
R26-00936,13460000,40000
R26-00937,41980000,150000
R26-00938,24080000,60000
R26-00939,52560000,150000
R26-00940,84370000,300000
R26-00941,24820000,60000
R26-00942,114420000,300000
R26-00943,62570000,150000
R26-00944,21090000,60000
R26-00945,42610000,150000
R26-00946,15940000,40000
R26-00947,6850000,20000
R26-00948,11820000,40000
R26-00949,15980000,40000
R26-00950,2800000,0
R26-00951,152910000,600000
R26-00952,63280000,150000
R26-00953,31660000,60000
R26-00954,22820000,60000
R26-00955,79130000,300000
R26-00956,32160000,60000
R26-00957,12520000,40000
R26-00958,21980000,60000
R26-00959,61360000,150000
R26-00960,1930000,0
R26-00961,93960000,300000
R26-00962,43720000,150000
R26-00963,43540000,150000
R26-00964,106020000,300000
R26-00965,36440000,150000
R26-00966,2280000,0
R26-00967,1350000,0
R26-00968,27980000,60000
R26-00969,38060000,150000
R26-00970,57920000,150000
R26-00971,45640000,150000
R26-00972,27390000,60000
R26-00973,15980000,40000
R26-00974,78080000,300000
R26-00975,18340000,40000
R26-00976,3200000,0
R26-00977,31570000,60000
R26-00978,28180000,60000
R26-00979,31800000,60000
R26-00980,75190000,300000
R26-00981,94370000,300000
R26-00982,16880000,40000
R26-00983,36370000,150000
R26-00984,64190000,150000
R26-00985,24790000,60000
R26-00986,86480000,300000
R26-00987,102710000,300000
R26-00988,64980000,150000
R26-00989,106100000,300000
R26-00990,26240000,60000
R26-00991,101800000,300000
R26-00992,73290000,300000
R26-00993,54910000,150000
R26-00994,52600000,150000
R26-00995,4580000,0
R26-00996,76090000,300000
R26-00997,74350000,300000
R26-00998,87480000,300000
R26-00999,92770000,300000
R26-01000,77330000,300000
R26-01001,22850000,60000
R26-01002,35900000,150000
R26-01003,104150000,300000
R26-01004,34080000,150000
R26-01005,35560000,150000
R26-01006,2080000,0
R26-01007,16250000,40000
R26-01008,1040000,0
R26-01009,21230000,60000
R26-01010,72160000,300000
R26-01011,41420000,150000
R26-01012,23390000,60000
R26-01013,24560000,60000
R26-01014,9340000,20000
R26-01015,52470000,150000
R26-01016,43350000,150000
R26-01017,23040000,60000
R26-01018,42600000,150000
R26-01019,85340000,300000
R26-01020,52370000,150000
R26-01021,21760000,60000
R26-01022,1490000,0
R26-01023,78580000,300000
R26-01024,56440000,150000
R26-01025,23400000,60000
R26-01026,12640000,40000
R26-01027,53630000,150000
R26-01028,2980000,0
R26-01029,33720000,150000
R26-01030,90490000,300000
R26-01031,103530000,300000
R26-01032,12650000,40000
R26-01033,13010000,40000
R26-01034,47830000,150000
R26-01035,84130000,300000
R26-01036,24660000,60000
R26-01037,11600000,40000
R26-01038,55170000,150000
R26-01039,87100000,300000
R26-01040,71220000,300000
R26-01041,6020000,20000
R26-01042,80610000,300000
R26-01043,35750000,150000
R26-01044,53850000,150000
R26-01045,121460000,300000
R26-01046,44080000,150000
R26-01047,23480000,60000
R26-01048,33680000,150000
R26-01049,16150000,40000
R26-01050,54750000,150000
R26-01051,102920000,300000
R26-01052,36930000,150000
R26-01053,5540000,20000
R26-01054,11490000,40000
R26-01055,51920000,150000
R26-01056,20390000,60000
R26-01057,32630000,60000
R26-01058,41520000,150000
R26-01059,85610000,300000
R26-01060,82900000,300000
R26-01061,85600000,300000
R26-01062,15290000,40000
R26-01063,11100000,40000
R26-01064,23040000,60000
R26-01065,42030000,150000
R26-01066,1900000,0
R26-01067,760000,0
R26-01068,25320000,60000
R26-01069,55640000,150000
R26-01070,13220000,40000
R26-01071,83370000,300000
R26-01072,54670000,150000
R26-01073,56060000,150000
R26-01074,33750000,150000
R26-01075,134020000,600000
R26-01076,12950000,40000
R26-01077,13950000,40000
R26-01078,94760000,300000
R26-01079,73620000,300000
R26-01080,34320000,150000
R26-01081,3930000,0
R26-01082,61280000,150000
R26-01083,87270000,300000
