고객ID,타사이전금액,혜택금액
R01-00202,27730000,60000
R01-00203,3140000,0
R01-00204,63210000,150000
R01-00205,25530000,60000
R01-00206,5290000,20000
R01-00207,94070000,300000
R01-00208,21530000,60000
R01-00209,71440000,300000
R01-00210,27740000,60000
R01-00211,85450000,300000
R01-00212,64450000,150000
R01-00213,52400000,150000
R01-00214,82860000,300000
R01-00215,45890000,150000
R01-00216,72910000,300000
R01-00217,61760000,150000
R01-00218,51890000,150000
R01-00219,25030000,60000
R01-00220,116010000,300000
R01-00221,5590000,20000
R01-00222,65560000,150000
R01-00223,123870000,300000
R01-00224,34590000,150000
R01-00225,92150000,300000
R01-00226,2560000,0
R01-00227,44130000,150000
R01-00228,5160000,20000
R01-00229,23240000,60000
R01-00230,21600000,60000
R01-00231,32510000,60000
R01-00232,52830000,150000
R01-00233,35510000,150000
R01-00234,84320000,300000
R01-00235,48900000,150000
R01-00236,29060000,60000
R01-00237,25120000,60000
R01-00238,4660000,0
R01-00239,127360000,300000
R01-00240,13900000,40000
R01-00241,34320000,150000
R01-00242,145910000,600000
R01-00243,55300000,150000
R01-00244,54540000,150000
R01-00245,72260000,300000
R01-00246,90650000,300000
R01-00247,93950000,300000
R01-00248,55170000,150000
R01-00249,2330000,0
R01-00250,25690000,60000
R01-00251,1190000,0
R01-00252,41460000,150000
R01-00253,24170000,60000
R01-00254,34340000,150000
R01-00255,5170000,20000
R01-00256,85130000,300000
R01-00257,22540000,60000
R01-00258,52580000,150000
R01-00259,40620000,150000
R01-00260,60810000,150000
R01-00261,35920000,150000
R01-00262,138120000,600000
R01-00263,17040000,40000
R01-00264,85820000,300000
R01-00265,144680000,600000
R01-00266,5930000,20000
R01-00267,66680000,300000
R01-00268,26170000,60000
R01-00269,6560000,20000
R01-00270,22320000,60000
R01-00271,2690000,0
R01-00272,42770000,150000
R01-00273,22210000,60000
R01-00274,66140000,150000
R01-00275,2790000,0
R01-00276,31660000,60000
R01-00277,72340000,300000
R01-00278,21690000,60000
R01-00279,32560000,60000
R01-00280,42810000,150000
R01-00281,6140000,20000
R01-00282,35130000,150000
R01-00283,56930000,150000
R01-00284,12990000,40000
R01-00285,24780000,60000
R01-00286,760000,0
R01-00287,34720000,150000
R01-00288,25600000,60000
R01-00289,8860000,20000
R01-00290,100930000,300000
R01-00291,35910000,150000
R01-00292,14030000,40000
R01-00293,53270000,150000
R01-00294,32080000,60000
R01-00295,71500000,300000
R01-00296,52030000,150000
R01-00297,74240000,300000
R01-00298,23110000,60000
R01-00299,17780000,40000
R01-00300,102390000,300000
R01-00301,66890000,300000
R01-00302,53390000,150000
R01-00303,32430000,60000
R01-00304,39130000,150000
R01-00305,61690000,150000
R01-00306,43840000,150000
R01-00307,2380000,0
R01-00308,5050000,20000
R01-00309,75900000,300000
R01-00310,66740000,300000
R01-00311,23450000,60000
R01-00312,16700000,40000
R01-00313,5950000,20000
R01-00314,72450000,300000
R01-00315,82730000,300000
R01-00316,12560000,40000
R01-00317,52550000,150000
R01-00318,21760000,60000
R01-00319,38070000,150000
R01-00320,9150000,20000
R01-00321,91400000,300000
R01-00322,11310000,40000
R01-00323,75450000,300000
R01-00324,12140000,40000
R01-00325,71630000,300000
R01-00326,10900000,40000
R01-00327,10290000,40000
R01-00328,5890000,20000
R01-00329,52220000,150000
R01-00330,34090000,150000
R01-00331,120850000,300000
R01-00332,102170000,300000
R01-00333,62050000,150000
R01-00334,12610000,40000
R01-00335,42040000,150000
R01-00336,75190000,300000
R01-00337,3280000,0
R01-00338,9730000,20000
R01-00339,57180000,150000
R01-00340,6680000,20000
R01-00341,21150000,60000
R01-00342,6600000,20000
R01-00343,11180000,40000
R01-00344,43260000,150000
R01-00345,54570000,150000
R01-00346,21890000,60000
R01-00347,15020000,40000
R01-00348,92490000,300000
R01-00349,63570000,150000
R01-00350,135720000,600000
R01-00351,25450000,60000
R01-00352,1700000,0
R01-00353,860000,0
R01-00354,42650000,150000
R01-00355,23500000,60000
R01-00356,14170000,40000
R01-00357,115540000,300000
R01-00358,105890000,300000
R01-00359,24550000,60000
R01-00360,1530000,0
R01-00361,21820000,60000
R01-00362,12010000,40000
R01-00363,710000,0
R01-00364,51900000,150000
R01-00365,62650000,150000
R01-00366,35780000,150000
R01-00367,63790000,150000
R01-00368,51910000,150000
R01-00369,23760000,60000
R01-00370,67940000,300000
R01-00371,22980000,60000
R01-00372,53720000,150000
R01-00373,112360000,300000
R01-00374,22470000,60000
R01-00375,21420000,60000
R01-00376,53710000,150000
R01-00377,54490000,150000
R01-00378,83770000,300000
R01-00379,33440000,150000
R01-00380,32240000,60000
R01-00381,86820000,300000
R01-00382,141180000,600000
R01-00383,32200000,60000
R01-00384,83430000,300000
R01-00385,66740000,300000
R01-00386,51260000,150000
R01-00387,72880000,300000
R01-00388,17640000,40000
R01-00389,48880000,150000
R01-00390,35260000,150000
R01-00391,33820000,150000
R01-00392,15610000,40000
R01-00393,31840000,60000
R01-00394,4450000,0
R01-00395,16340000,40000
R01-00396,72600000,300000
R01-00397,14210000,40000
R01-00398,81800000,300000
R01-00399,73150000,300000
R01-00400,24400000,60000
R01-00401,21850000,60000
R01-00402,5870000,20000
R01-00403,45670000,150000
R01-00404,3210000,0
R01-00405,52680000,150000
R01-00406,63890000,150000
R01-00407,55650000,150000
R01-00408,15760000,40000
R01-00409,21730000,60000
R01-00410,22710000,60000
R01-00411,10460000,40000
R01-00412,38050000,150000
R01-00413,55110000,150000
R01-00414,12660000,40000
R01-00415,97180000,300000
R01-00416,52350000,150000
R01-00417,45720000,150000
R01-00418,2610000,0
R01-00419,83470000,300000
R01-00420,70900000,300000
R01-00421,4430000,0
R01-00422,33650000,150000
R01-00423,52520000,150000
R01-00424,8920000,20000
R01-00425,81660000,300000
R01-00426,6580000,20000
R01-00427,41640000,150000
R01-00428,17450000,40000
R01-00429,15870000,40000
R01-00430,20970000,60000
R01-00431,24500000,60000
R01-00432,12670000,40000
R01-00433,131760000,300000
R01-00434,66920000,300000
R01-00435,23310000,60000
R01-00436,136620000,600000
R01-00437,46230000,150000
R01-00438,1620000,0
R01-00439,21860000,60000
R01-00440,56500000,150000
R01-00441,35000000,150000
R01-00442,560000,0
R01-00443,35960000,150000
R01-00444,108360000,300000
R01-00445,35160000,150000
R01-00446,34300000,150000
R01-00447,43100000,150000
R01-00448,44390000,150000
R01-00449,76150000,300000
R01-00450,38160000,150000
R01-00451,28600000,60000
R01-00452,53240000,150000
R01-00453,147500000,600000
R01-00454,14940000,40000
R01-00455,33790000,150000
R01-00456,3020000,0
R01-00457,43250000,150000
R01-00458,62540000,150000
R01-00459,42840000,150000
R01-00460,22870000,60000
R01-00461,20920000,60000
R01-00462,91030000,300000
R01-00463,54060000,150000
R01-00464,33110000,60000
R01-00465,3760000,0
R01-00466,13010000,40000
R01-00467,92930000,300000
R01-00468,32940000,60000
R01-00469,21400000,60000
R01-00470,31730000,60000
R01-00471,72000000,300000
R01-00472,67660000,300000
R01-00473,34770000,150000
R01-00474,61230000,150000
R01-00475,56970000,150000
R01-00476,15660000,40000
R01-00477,34480000,150000
R01-00478,65040000,150000
R01-00479,72370000,300000
R01-00480,52690000,150000
R01-00481,31680000,60000
R01-00482,47240000,150000
R01-00483,14130000,40000
R01-00484,86910000,300000
R01-00485,21620000,60000
R01-00486,23220000,60000
R01-00487,3770000,0
R01-00488,42750000,150000
R01-00489,14930000,40000
R01-00490,56350000,150000
R01-00491,64060000,150000
R01-00492,16790000,40000
R01-00493,21050000,60000
R01-00494,60910000,150000
R01-00495,11440000,40000
R01-00496,12760000,40000
R01-00497,82310000,300000
R01-00498,4230000,0
R01-00499,97780000,300000
R01-00500,23240000,60000
R01-00501,47480000,150000
R01-00502,32420000,60000
R01-00503,58800000,150000
R01-00504,52030000,150000
R01-00505,104710000,300000
R01-00506,35160000,150000
R01-00507,27150000,60000
R01-00508,14320000,40000
R01-00509,34330000,150000
R01-00510,42770000,150000
R01-00511,13680000,40000
R01-00512,61900000,150000
R01-00513,22350000,60000
R01-00514,44440000,150000
R01-00515,5470000,20000
R01-00516,12040000,40000
R01-00517,42100000,150000
R01-00518,34900000,150000
R01-00519,1230000,0
R01-00520,60750000,150000
R01-00521,2770000,0
R01-00522,20830000,60000
R01-00523,24750000,60000
R01-00524,92060000,300000
R01-00525,72490000,300000
R01-00526,71630000,300000
R01-00527,87180000,300000
R01-00528,42620000,150000
R01-00529,24910000,60000
R01-00530,6990000,20000
R01-00531,84120000,300000
R01-00532,12870000,40000
R01-00533,14530000,40000
R01-00534,6640000,20000
R01-00535,15170000,40000
R01-00536,28450000,60000
R01-00537,43980000,150000
R01-00538,33930000,150000
R01-00539,51750000,150000
R01-00540,136220000,600000
R01-00541,14240000,40000
R01-00542,83640000,300000
R01-00543,76340000,300000
R01-00544,62660000,150000
R01-00545,45530000,150000
R01-00546,82550000,300000
R01-00547,28210000,60000
R01-00548,151980000,600000
R01-00549,64130000,150000
R01-00550,34360000,150000
R01-00551,11420000,40000
R01-00552,11680000,40000
R01-00553,6500000,20000
R01-00554,35520000,150000
R01-00555,85950000,300000
R01-00556,44450000,150000
R01-00557,56500000,150000
R01-00558,101030000,300000
R01-00559,10700000,40000
R01-00560,11520000,40000
R01-00561,70530000,300000
R01-00562,96410000,300000
R01-00563,121840000,300000
R01-00564,42420000,150000
R01-00565,4280000,0
R01-00566,5810000,20000
R01-00567,27050000,60000
R01-00568,12190000,40000
R01-00569,78170000,300000
R01-00570,4520000,0
R01-00571,23440000,60000
R01-00572,1280000,0
R01-00573,82100000,300000
R01-00574,61010000,150000
R01-00575,35220000,150000
R01-00576,2150000,0
R01-00577,67160000,300000
R01-00578,15910000,40000
R01-00579,27010000,60000
R01-00580,5830000,20000
R01-00581,31080000,60000
R01-00582,6910000,20000
R01-00583,86140000,300000
R01-00584,75630000,300000
R01-00585,22350000,60000
R01-00586,63170000,150000
R01-00587,42140000,150000
R01-00588,50860000,150000
R01-00589,12190000,40000
R01-00590,5450000,20000
R01-00591,34070000,150000
R01-00592,63190000,150000
R01-00593,25060000,60000
R01-00594,37150000,150000
R01-00595,43510000,150000
R01-00596,33130000,60000
R01-00597,93040000,300000
R01-00598,43830000,150000
R01-00599,58410000,150000
R01-00600,52810000,150000
R01-00601,2320000,0
R01-00602,43910000,150000
R01-00603,16100000,40000
R01-00604,31800000,60000
R01-00605,32160000,60000
R01-00606,34900000,150000
R01-00607,50940000,150000
R01-00608,75490000,300000
R01-00609,14130000,40000
R01-00610,51780000,150000
R01-00611,21810000,60000
R01-00612,64560000,150000
R01-00613,23000000,60000
R01-00614,5220000,20000
R01-00615,31930000,60000
R01-00616,28570000,60000
R01-00617,2970000,0
R01-00618,4890000,0
R01-00619,30060000,60000
R01-00620,47260000,150000
R01-00621,12690000,40000
R01-00622,112400000,300000
R01-00623,40640000,150000
R01-00624,47720000,150000
R01-00625,92240000,300000
R01-00626,540000,0
R01-00627,23000000,60000
R01-00628,73290000,300000
R01-00629,22190000,60000
R01-00630,32290000,60000
R01-00631,720000,0
R01-00632,24540000,60000
R01-00633,116480000,300000
R01-00634,73610000,300000
R01-00635,53250000,150000
R01-00636,47030000,150000
R01-00637,31990000,60000
R01-00638,83700000,300000
R01-00639,85430000,300000
R01-00640,69220000,300000
R01-00641,50210000,150000
R01-00642,12180000,40000
R01-00643,100900000,300000
R01-00644,43020000,150000
R01-00645,130790000,300000
R01-00646,23630000,60000
R01-00647,1320000,0
R01-00648,66130000,150000
R01-00649,14090000,40000
R01-00650,173170000,600000
R01-00651,58020000,150000
R01-00652,84910000,300000
R01-00653,31910000,60000
R01-00654,12140000,40000
R01-00655,55450000,150000
R01-00656,95180000,300000
R01-00657,62050000,150000
R01-00658,25550000,60000
R01-00659,11200000,40000
R01-00660,22480000,60000
R01-00661,67560000,300000
R01-00662,62460000,150000
R01-00663,105610000,300000
R01-00664,24870000,60000
R01-00665,32820000,60000
R01-00666,31370000,60000
R01-00667,12610000,40000
R01-00668,22340000,60000
R01-00669,92520000,300000
R01-00670,34110000,150000
R01-00671,33960000,150000
R01-00672,47530000,150000
R01-00673,40140000,150000
R01-00674,26340000,60000
R01-00675,14360000,40000
R01-00676,87570000,300000
R01-00677,98540000,300000
R01-00678,13210000,40000
R01-00679,33010000,60000
R01-00680,75320000,300000
R01-00681,44990000,150000
R01-00682,142570000,600000
R01-00683,51320000,150000
R01-00684,4260000,0
R01-00685,54870000,150000
R01-00686,32130000,60000
R01-00687,21710000,60000
R01-00688,16280000,40000
R01-00689,20950000,60000
R01-00690,22090000,60000
R01-00691,1410000,0
R01-00692,62830000,150000
R01-00693,54610000,150000
R01-00694,1670000,0
R01-00695,44310000,150000
R01-00696,15640000,40000
R01-00697,134750000,600000
R01-00698,53230000,150000
R01-00699,55180000,150000
R01-00700,920000,0
R01-00701,76410000,300000
R01-00702,6280000,20000
R01-00703,3920000,0
R01-00704,1690000,0
R01-00705,26990000,60000
R01-00706,25210000,60000
R01-00707,22170000,60000
R01-00708,21170000,60000
R01-00709,42710000,150000
R01-00710,5710000,20000
R01-00711,71320000,300000
R01-00712,12770000,40000
R01-00713,41500000,150000
R01-00714,31360000,60000
R01-00715,51130000,150000
R01-00716,37870000,150000
R01-00717,11650000,40000
R01-00718,52150000,150000
R01-00719,62420000,150000
R01-00720,12350000,40000
R01-00721,13610000,40000
R01-00722,30630000,60000
R01-00723,86390000,300000
R01-00724,26020000,60000
R01-00725,27740000,60000
R01-00726,33380000,150000
R01-00727,74780000,300000
R01-00728,21410000,60000
R01-00729,12700000,40000
R01-00730,104750000,300000
R01-00731,23040000,60000
R01-00732,43320000,150000
R01-00733,91710000,300000
R01-00734,6770000,20000
R01-00735,113860000,300000
R01-00736,41520000,150000
R01-00737,76010000,300000
R01-00738,44680000,150000
R01-00739,53180000,150000
R01-00740,87950000,300000
R01-00741,24700000,60000
R01-00742,106170000,300000
R01-00743,31650000,60000
R01-00744,35340000,150000
R01-00745,24950000,60000
R01-00746,24850000,60000
R01-00747,34690000,150000
R01-00748,24130000,60000
R01-00749,7000000,20000
R01-00750,32860000,60000
R01-00751,23940000,60000
R01-00752,12180000,40000
R01-00753,51750000,150000
R01-00754,12520000,40000
R01-00755,2050000,0
R01-00756,26710000,60000
R01-00757,93340000,300000
R01-00758,9540000,20000
R01-00759,75100000,300000
R01-00760,3720000,0
R01-00761,25240000,60000
R01-00762,10850000,40000
R01-00763,96810000,300000
R01-00764,135110000,600000
R01-00765,33450000,150000
R01-00766,42800000,150000
R01-00767,18560000,40000
R01-00768,11640000,40000
R01-00769,25800000,60000
R01-00770,21610000,60000
R01-00771,47170000,150000
R01-00772,31740000,60000
R01-00773,11290000,40000
R01-00774,56280000,150000
R01-00775,90780000,300000
R01-00776,43990000,150000
R01-00777,41760000,150000
R01-00778,43510000,150000
R01-00779,1550000,0
R01-00780,96370000,300000
R01-00781,43950000,150000
R01-00782,2640000,0
R01-00783,42360000,150000
R01-00784,60780000,150000
R01-00785,11730000,40000
R01-00786,53840000,150000
R01-00787,42410000,150000
R01-00788,32800000,60000
R01-00789,16400000,40000
R01-00790,23580000,60000
R01-00791,41060000,150000
R01-00792,7250000,20000
R01-00793,35270000,150000
R01-00794,93500000,300000
R01-00795,37750000,150000
R01-00796,47780000,150000
R01-00797,77480000,300000
R01-00798,43000000,150000
R01-00799,55400000,150000
R01-00800,61910000,150000
R01-00801,61760000,150000
R01-00802,4160000,0
R01-00803,52480000,150000
R01-00804,2250000,0
R01-00805,4990000,0
R01-00806,103580000,300000
R01-00807,21930000,60000
R01-00808,1690000,0
R01-00809,25140000,60000
R01-00810,53280000,150000
R01-00811,122990000,300000
R01-00812,8110000,20000
R01-00813,22320000,60000
R01-00814,44380000,150000
R01-00815,43660000,150000
R01-00816,61980000,150000
R01-00817,52360000,150000
R01-00818,52520000,150000
R01-00819,92180000,300000
R01-00820,47120000,150000
R01-00821,103950000,300000
R01-00822,43140000,150000
R01-00823,137930000,600000
R01-00824,45310000,150000
R01-00825,3590000,0
R01-00826,2690000,0
R01-00827,12640000,40000
R01-00828,44780000,150000
R01-00829,102510000,300000
R01-00830,54850000,150000
R01-00831,43230000,150000
R01-00832,82040000,300000
R01-00833,43560000,150000
R01-00834,117200000,300000
R01-00835,32680000,60000
R01-00836,63110000,150000
R01-00837,32260000,60000
R01-00838,54710000,150000
R01-00839,2330000,0
R01-00840,117580000,300000
R01-00841,61600000,150000
R01-00842,5270000,20000
R01-00843,27620000,60000
R01-00844,13760000,40000
R01-00845,32200000,60000
R01-00846,40440000,150000
R01-00847,61180000,150000
R01-00848,26620000,60000
R01-00849,32400000,60000
R01-00850,60570000,150000
R01-00851,93710000,300000
R01-00852,53600000,150000
R01-00853,24500000,60000
R01-00854,86920000,300000
R01-00855,154680000,600000
R01-00856,11420000,40000
R01-00857,55690000,150000
R01-00858,3280000,0
R01-00859,1470000,0
R01-00860,81000000,300000
R01-00861,71700000,300000
R01-00862,102780000,300000
R01-00863,61550000,150000
R01-00864,32500000,60000
R01-00865,52980000,150000
R01-00866,13190000,40000
R01-00867,87540000,300000
R01-00868,21670000,60000
R01-00869,5370000,20000
R01-00870,710000,0
R01-00871,3150000,0
R01-00872,23160000,60000
R01-00873,21850000,60000
R01-00874,17040000,40000
R01-00875,17350000,40000
R01-00876,1520000,0
R01-00877,73000000,300000
R01-00878,19590000,40000
R01-00879,84890000,300000
R01-00880,76590000,300000
R01-00881,73160000,300000
R01-00882,32810000,60000
R01-00883,67240000,300000
R01-00884,15720000,40000
R01-00885,1730000,0
R01-00886,73110000,300000
R01-00887,46200000,150000
R01-00888,56010000,150000
R01-00889,142940000,600000
R01-00890,50730000,150000
R01-00891,104890000,300000
R01-00892,63780000,150000
R01-00893,14300000,40000
R01-00894,102540000,300000
R01-00895,94110000,300000
R01-00896,28290000,60000
R01-00897,91370000,300000
R01-00898,52980000,150000
R01-00899,51250000,150000
R01-00900,72410000,300000
R01-00901,13520000,40000
R01-00902,31140000,60000
R01-00903,53650000,150000
R01-00904,51740000,150000
R01-00905,23300000,60000
R01-00906,22580000,60000
R01-00907,106670000,300000
R01-00908,71680000,300000
R01-00909,43700000,150000
R01-00910,51910000,150000
R01-00911,42880000,150000
R01-00912,28220000,60000
R01-00913,20930000,60000
R01-00914,92530000,300000
R01-00915,52920000,150000
R01-00916,16760000,40000
R01-00917,95690000,300000
R01-00918,98600000,300000
R01-00919,54040000,150000
R01-00920,93250000,300000
R01-00921,11960000,40000
R01-00922,15900000,40000
R01-00923,22720000,60000
R01-00924,21750000,60000
R01-00925,63010000,150000
R01-00926,32770000,60000
R01-00927,40940000,150000
R01-00928,25060000,60000
R01-00929,8060000,20000
R01-00930,122250000,300000
R01-00931,73610000,300000
R01-00932,114590000,300000
R01-00933,118370000,300000
R01-00934,104360000,300000
R01-00935,13170000,40000
R01-00936,63870000,150000
R01-00937,15950000,40000
R01-00938,32410000,60000
R01-00939,8060000,20000
R01-00940,60860000,150000
R01-00941,35350000,150000
R01-00942,22810000,60000
R01-00943,4980000,0
R01-00944,82370000,300000
R01-00945,34750000,150000
R01-00946,24470000,60000
R01-00947,31530000,60000
R01-00948,64030000,150000
R01-00949,43760000,150000
R01-00950,1610000,0
R01-00951,62140000,150000
R01-00952,23600000,60000
R01-00953,1770000,0
R01-00954,24500000,60000
R01-00955,12620000,40000
R01-00956,61410000,150000
R01-00957,130600000,300000
R01-00958,22610000,60000
R01-00959,65130000,150000
R01-00960,32270000,60000
R01-00961,32230000,60000
R01-00962,32680000,60000
R01-00963,53690000,150000
R01-00964,35490000,150000
R01-00965,13130000,40000
R01-00966,74340000,300000
R01-00967,46080000,150000
R01-00968,96020000,300000
R01-00969,31470000,60000
R01-00970,24950000,60000
R01-00971,105190000,300000
R01-00972,224480000,1000000
R01-00973,15550000,40000
R01-00974,25140000,60000
R01-00975,31290000,60000
R01-00976,57240000,150000
R01-00977,45100000,150000
R01-00978,31270000,60000
R01-00979,24790000,60000
R01-00980,96910000,300000
R01-00981,47830000,150000
R01-00982,1040000,0
R01-00983,53990000,150000
R01-00984,24600000,60000
R01-00985,25300000,60000
R01-00986,700000,0
R01-00987,24910000,60000
R01-00988,31070000,60000
R01-00989,52320000,150000
R01-00990,72090000,300000
R01-00991,23700000,60000
R01-00992,2340000,0
R01-00993,57570000,150000
R01-00994,31780000,60000
R01-00995,72490000,300000
R01-00996,48160000,150000
R01-00997,111650000,300000
R01-00998,44840000,150000
R01-00999,50770000,150000
R01-01000,20370000,60000
R01-01001,13120000,40000
R01-01002,32580000,60000
R01-01003,81390000,300000
R01-01004,64460000,150000
R01-01005,22540000,60000
R01-01006,26110000,60000
R01-01007,73610000,300000
R01-01008,15380000,40000
R01-01009,12610000,40000
R01-01010,64920000,150000
R01-01011,8350000,20000
R01-01012,104010000,300000
R01-01013,149160000,600000
R01-01014,51540000,150000
R01-01015,36590000,150000
R01-01016,72940000,300000
R01-01017,47300000,150000
R01-01018,24110000,60000
R01-01019,2490000,0
R01-01020,90540000,300000
R01-01021,31710000,60000
R01-01022,106150000,300000
R01-01023,21510000,60000
R01-01024,53820000,150000
R01-01025,125040000,300000
R01-01026,44090000,150000
R01-01027,35490000,150000
R01-01028,16970000,40000
R01-01029,24820000,60000
R01-01030,64250000,150000
R01-01031,62490000,150000
R01-01032,103160000,300000
R01-01033,38160000,150000
R01-01034,10900000,40000
R01-01035,18970000,40000
R01-01036,43230000,150000
R01-01037,63720000,150000
R01-01038,104890000,300000
R01-01039,61030000,150000
R01-01040,74880000,300000
R01-01041,38810000,150000
R01-01042,74640000,300000
R01-01043,12630000,40000
R01-01044,2340000,0
R01-01045,31080000,60000
R01-01046,21390000,60000
R01-01047,31040000,60000
R01-01048,55600000,150000
R01-01049,23310000,60000
R01-01050,7110000,20000
R01-01051,6640000,20000
R01-01052,37890000,150000
R01-01053,67900000,300000
R01-01054,32620000,60000
R01-01055,1720000,0
R01-01056,45050000,150000
R01-01057,77240000,300000
R01-01058,38520000,150000
R01-01059,22060000,60000
R01-01060,10100000,40000
R01-01061,105820000,300000
R01-01062,22060000,60000
R01-01063,56830000,150000
R01-01064,22820000,60000
R01-01065,71110000,300000
R01-01066,33980000,150000
R01-01067,154050000,600000
R01-01068,48590000,150000
R01-01069,64800000,150000
R01-01070,11810000,40000
R01-01071,73520000,300000
R01-01072,25640000,60000
R01-01073,34610000,150000
R01-01074,73610000,300000
R01-01075,76340000,300000
R01-01076,14990000,40000
R01-01077,113720000,300000
R01-01078,113570000,300000
R01-01079,26860000,60000
R01-01080,14580000,40000
